User ID,User Age,User Gender,User Income,Preferred Destination,Travel Dates,Travel Duration (days),Travel Purpose,Preferred Travel Mode,Accommodation Type,Total Budget (USD),Accommodation Budget (USD),Activity Budget (USD),Number of Travelers,Preferred Airlines,Preferred Activities
705,62,Male,52057,Rio de Janeiro,2025-12-05,5,Family Visit,Bus,Hotel,6154,2206,3948,3,Lufthansa,Sightseeing
706,52,Other,92931,Paris,2025-12-06,15,Business,Train,Hostel,5736,3090,2646,5,Lufthansa,Relaxation
707,59,Other,109847,Cape Town,2025-12-07,5,Leisure,Plane,Airbnb,6133,2002,4131,4,Lufthansa,Adventure Sports
708,50,Other,75919,New York,2025-12-08,8,Leisure,Bus,Resort,2432,931,1501,1,Delta,Sightseeing
709,23,Female,47904,Sydney,2025-12-09,5,Leisure,Car,Hostel,6557,2878,3679,1,Emirates,Relaxation
710,40,Female,69613,New York,2025-12-10,2,Leisure,Plane,Resort,2553,1320,1233,1,Delta,Cultural Exploration
711,53,Other,123069,Paris,2025-12-11,15,Leisure,Car,Hotel,3107,1517,1590,2,Delta,Relaxation
712,45,Female,111737,Sydney,2025-12-12,20,Leisure,Bus,Resort,3796,1455,2341,4,Emirates,Relaxation
713,58,Male,124857,Tokyo,2025-12-13,7,Leisure,Car,Hostel,7077,3720,3357,5,Emirates,Sightseeing
714,57,Female,32765,Cape Town,2025-12-14,10,Business,Bus,Hotel,4614,2073,2541,3,Qatar,Sightseeing
715,27,Male,63783,New York,2025-12-15,2,Business,Plane,Hostel,6797,3260,3537,1,Lufthansa,Adventure Sports
716,68,Male,132652,Sydney,2025-12-16,19,Business,Car,Hostel,4213,2449,1764,1,Delta,Adventure Sports
717,28,Other,130807,Paris,2025-12-17,3,Family Visit,Car,Resort,5822,3373,2449,5,Qatar,Sightseeing
718,42,Male,70741,New York,2025-12-18,4,Family Visit,Car,Hotel,9290,5526,3764,4,Delta,Sightseeing
719,26,Female,111030,Paris,2025-12-19,7,Family Visit,Car,Resort,9438,4833,4605,4,Emirates,Cultural Exploration
720,47,Male,87500,Paris,2025-12-20,8,Business,Car,Airbnb,8961,4477,4484,4,Delta,Sightseeing
721,64,Female,55768,Cape Town,2025-12-21,12,Business,Train,Airbnb,5672,2891,2781,1,Qatar,Relaxation
722,55,Other,21335,Rio de Janeiro,2025-12-22,12,Family Visit,Bus,Airbnb,9335,3380,5955,4,Emirates,Cultural Exploration
723,20,Other,27915,Paris,2025-12-23,8,Family Visit,Train,Resort,8714,5060,3654,5,United,Cultural Exploration
724,18,Male,98576,Paris,2025-12-24,11,Leisure,Train,Hotel,597,231,366,5,Lufthansa,Relaxation
725,61,Male,149109,New York,2025-12-25,19,Leisure,Bus,Hotel,8374,2883,5491,3,Lufthansa,Relaxation
726,19,Male,105766,Tokyo,2025-12-26,13,Leisure,Plane,Airbnb,2589,980,1609,4,Delta,Adventure Sports
727,34,Female,95819,New York,2025-12-27,5,Family Visit,Car,Resort,8917,4433,4484,5,United,Relaxation
728,56,Female,117061,New York,2025-12-28,2,Leisure,Plane,Resort,3330,1410,1920,1,Delta,Cultural Exploration
729,48,Female,134143,Paris,2025-12-29,18,Business,Bus,Resort,5622,3062,2560,3,Emirates,Relaxation
730,57,Male,128454,Paris,2025-12-30,14,Leisure,Plane,Resort,5366,1735,3631,2,Emirates,Sightseeing
731,63,Other,98392,Rio de Janeiro,2025-12-31,7,Leisure,Car,Resort,961,427,534,3,United,Adventure Sports
732,55,Other,128485,Rio de Janeiro,2026-01-01,12,Family Visit,Plane,Airbnb,9954,5837,4117,5,Qatar,Relaxation
733,31,Other,50029,Cape Town,2026-01-02,7,Family Visit,Bus,Resort,7115,2530,4585,4,Lufthansa,Sightseeing
734,38,Male,50220,Tokyo,2026-01-03,20,Business,Train,Airbnb,9456,5422,4034,1,Lufthansa,Relaxation
735,34,Other,24376,Cape Town,2026-01-04,6,Family Visit,Car,Airbnb,831,375,456,4,Emirates,Cultural Exploration
736,46,Male,31768,Cape Town,2026-01-05,8,Business,Car,Airbnb,9984,4545,5439,5,United,Adventure Sports
737,19,Male,44633,Tokyo,2026-01-06,3,Family Visit,Plane,Airbnb,6207,3118,3089,3,United,Sightseeing
738,24,Other,31557,Rio de Janeiro,2026-01-07,8,Leisure,Bus,Hostel,1492,586,906,5,Qatar,Sightseeing
739,62,Female,132601,Rio de Janeiro,2026-01-08,9,Leisure,Train,Hostel,3335,1467,1868,4,United,Cultural Exploration
740,21,Other,93026,Tokyo,2026-01-09,8,Family Visit,Train,Resort,5309,2098,3211,5,Delta,Adventure Sports
741,68,Male,39775,Sydney,2026-01-10,11,Business,Car,Hostel,4534,2184,2350,5,Qatar,Relaxation
742,23,Male,115027,New York,2026-01-11,17,Leisure,Train,Airbnb,3610,1872,1738,1,Qatar,Adventure Sports
743,25,Female,142281,Sydney,2026-01-12,2,Family Visit,Plane,Hostel,1384,795,589,5,Lufthansa,Relaxation
744,37,Male,98730,Paris,2026-01-13,20,Leisure,Car,Hotel,1411,694,717,1,Delta,Sightseeing
745,42,Female,36933,Rio de Janeiro,2026-01-14,17,Leisure,Plane,Hotel,7441,4447,2994,4,Delta,Cultural Exploration
746,31,Other,119278,Tokyo,2026-01-15,12,Family Visit,Bus,Hostel,538,238,300,3,Lufthansa,Cultural Exploration
747,32,Other,32995,Tokyo,2026-01-16,11,Leisure,Bus,Resort,607,273,334,5,United,Sightseeing
748,19,Female,50515,Sydney,2026-01-17,4,Family Visit,Train,Resort,7618,3309,4309,4,Emirates,Sightseeing
749,57,Female,74480,Cape Town,2026-01-18,13,Family Visit,Car,Hostel,826,412,414,4,Lufthansa,Cultural Exploration
750,63,Male,47090,Rio de Janeiro,2026-01-19,7,Business,Car,Airbnb,3430,2024,1406,4,Qatar,Sightseeing
751,67,Male,33887,New York,2026-01-20,7,Leisure,Train,Airbnb,921,495,426,3,Qatar,Adventure Sports
752,69,Other,146489,Tokyo,2026-01-21,19,Family Visit,Car,Resort,6135,3631,2504,5,Qatar,Relaxation
753,65,Other,93838,Rio de Janeiro,2026-01-22,12,Business,Car,Hotel,5984,2263,3721,2,Lufthansa,Adventure Sports
754,62,Other,143196,Sydney,2026-01-23,1,Family Visit,Bus,Hotel,8485,4429,4056,3,United,Relaxation
755,51,Male,132003,New York,2026-01-24,17,Leisure,Bus,Hostel,4702,2513,2189,4,Lufthansa,Relaxation
756,40,Other,112081,Cape Town,2026-01-25,8,Leisure,Plane,Airbnb,7378,2532,4846,4,Lufthansa,Relaxation
757,37,Male,120194,Paris,2026-01-26,14,Family Visit,Plane,Hostel,8267,2527,5740,1,Qatar,Sightseeing
758,68,Other,75710,Sydney,2026-01-27,7,Business,Bus,Resort,6078,2328,3750,5,Qatar,Relaxation
759,59,Female,23879,Sydney,2026-01-28,13,Family Visit,Plane,Resort,1559,879,680,4,United,Cultural Exploration
760,48,Male,136951,New York,2026-01-29,18,Family Visit,Plane,Hostel,880,350,530,4,United,Cultural Exploration
761,69,Other,81588,New York,2026-01-30,18,Leisure,Plane,Airbnb,4872,1879,2993,1,Lufthansa,Relaxation
762,37,Male,43609,Tokyo,2026-01-31,8,Leisure,Bus,Hotel,8679,4862,3817,2,Delta,Sightseeing
763,30,Male,148380,Tokyo,2026-02-01,13,Family Visit,Plane,Resort,3960,2219,1741,5,Delta,Sightseeing
764,63,Male,58515,Cape Town,2026-02-02,3,Family Visit,Train,Airbnb,3459,1480,1979,1,Emirates,Cultural Exploration
765,23,Other,141141,Rio de Janeiro,2026-02-03,14,Leisure,Car,Hostel,3524,1531,1993,4,Lufthansa,Sightseeing
766,33,Female,96977,Rio de Janeiro,2026-02-04,5,Business,Bus,Resort,6555,3383,3172,3,Qatar,Cultural Exploration
767,32,Other,146433,Tokyo,2026-02-05,1,Leisure,Plane,Hostel,2012,958,1054,1,Qatar,Cultural Exploration
768,62,Female,88500,Rio de Janeiro,2026-02-06,6,Leisure,Train,Airbnb,5822,2379,3443,1,Lufthansa,Adventure Sports
769,18,Female,144541,Tokyo,2026-02-07,17,Family Visit,Car,Airbnb,5886,3471,2415,3,United,Adventure Sports
770,55,Female,120318,New York,2026-02-08,7,Business,Bus,Airbnb,5488,2488,3000,5,United,Cultural Exploration
771,62,Male,42936,Cape Town,2026-02-09,14,Leisure,Plane,Airbnb,9817,5492,4325,1,United,Sightseeing
772,51,Female,141740,Cape Town,2026-02-10,14,Business,Plane,Airbnb,3598,1862,1736,4,Lufthansa,Adventure Sports
773,45,Other,80799,Tokyo,2026-02-11,17,Business,Bus,Hostel,722,249,473,1,Delta,Relaxation
774,37,Male,127313,Tokyo,2026-02-12,3,Family Visit,Car,Hostel,8506,2967,5539,3,Delta,Cultural Exploration
775,52,Male,87048,Tokyo,2026-02-13,8,Family Visit,Bus,Resort,1230,465,765,3,Emirates,Sightseeing
776,55,Other,30622,New York,2026-02-14,2,Leisure,Bus,Resort,2480,999,1481,5,United,Sightseeing
777,52,Male,35982,Tokyo,2026-02-15,13,Business,Plane,Airbnb,3726,1514,2212,3,Emirates,Adventure Sports
778,34,Female,29621,Cape Town,2026-02-16,2,Business,Car,Hostel,2158,724,1434,1,Lufthansa,Adventure Sports
779,38,Male,94345,Cape Town,2026-02-17,2,Business,Car,Hostel,4345,1937,2408,1,Emirates,Adventure Sports
780,33,Female,147810,New York,2026-02-18,15,Business,Plane,Airbnb,2921,1567,1354,1,Delta,Cultural Exploration
781,38,Female,92400,Paris,2026-02-19,7,Family Visit,Train,Hostel,3827,1745,2082,5,Delta,Relaxation
782,18,Female,77165,New York,2026-02-20,13,Business,Plane,Hotel,2105,919,1186,4,Qatar,Relaxation
783,26,Other,132845,Paris,2026-02-21,16,Leisure,Train,Airbnb,6014,2948,3066,2,Emirates,Cultural Exploration
784,35,Other,148020,Rio de Janeiro,2026-02-22,16,Business,Plane,Resort,1925,620,1305,3,Delta,Relaxation
785,69,Other,36998,Paris,2026-02-23,13,Family Visit,Bus,Resort,7176,2219,4957,3,United,Cultural Exploration
786,61,Female,40895,Cape Town,2026-02-24,17,Business,Bus,Resort,9126,4733,4393,3,Emirates,Relaxation
787,50,Other,116199,Sydney,2026-02-25,5,Leisure,Plane,Hotel,5774,2448,3326,1,Emirates,Cultural Exploration
788,18,Male,134895,Sydney,2026-02-26,5,Family Visit,Bus,Hostel,8470,4618,3852,4,Delta,Sightseeing
789,35,Female,77901,Sydney,2026-02-27,6,Business,Train,Resort,1069,483,586,2,Lufthansa,Relaxation
790,46,Male,91400,Rio de Janeiro,2026-02-28,18,Business,Train,Resort,7967,4322,3645,1,Emirates,Adventure Sports
791,61,Male,27449,Sydney,2026-03-01,2,Leisure,Train,Airbnb,2614,817,1797,5,Qatar,Sightseeing
792,63,Male,103383,Sydney,2026-03-02,7,Business,Train,Hostel,8125,3772,4353,3,Emirates,Adventure Sports
793,32,Male,45439,Sydney,2026-03-03,2,Leisure,Car,Hotel,5416,2401,3015,3,Lufthansa,Sightseeing
794,43,Female,34604,New York,2026-03-04,13,Leisure,Plane,Hotel,7751,4208,3543,2,Lufthansa,Adventure Sports
795,51,Male,61046,Paris,2026-03-05,14,Business,Car,Airbnb,9157,5207,3950,5,Emirates,Relaxation
796,47,Male,34680,Paris,2026-03-06,19,Leisure,Plane,Hostel,8699,3855,4844,1,United,Adventure Sports
797,33,Male,147452,Rio de Janeiro,2026-03-07,17,Leisure,Train,Hostel,4041,2185,1856,5,Qatar,Adventure Sports
798,67,Female,70305,Sydney,2026-03-08,4,Business,Bus,Airbnb,8111,3125,4986,5,Qatar,Adventure Sports
799,19,Male,109052,Rio de Janeiro,2026-03-09,19,Business,Plane,Hotel,3061,1812,1249,1,Lufthansa,Cultural Exploration
800,31,Other,141187,Cape Town,2026-03-10,1,Leisure,Bus,Resort,7063,3113,3950,5,Emirates,Adventure Sports
801,34,Male,45666,Sydney,2026-03-11,20,Business,Train,Airbnb,5295,3028,2267,5,Qatar,Relaxation
802,69,Female,35228,Rio de Janeiro,2026-03-12,3,Family Visit,Plane,Airbnb,4494,1746,2748,5,Lufthansa,Sightseeing
803,36,Female,79398,Paris,2026-03-13,10,Family Visit,Car,Airbnb,710,387,323,4,Emirates,Cultural Exploration
804,25,Other,63078,New York,2026-03-14,20,Business,Bus,Airbnb,1230,393,837,3,Delta,Cultural Exploration
805,30,Male,53979,Paris,2026-03-15,3,Leisure,Bus,Hostel,9196,4188,5008,2,Emirates,Cultural Exploration
806,24,Other,142486,Tokyo,2026-03-16,13,Business,Car,Hostel,3812,1398,2414,3,United,Relaxation
807,48,Male,98486,Rio de Janeiro,2026-03-17,17,Business,Plane,Airbnb,2177,727,1450,4,United,Sightseeing
808,32,Male,67635,Rio de Janeiro,2026-03-18,4,Leisure,Car,Airbnb,8248,3071,5177,1,Delta,Relaxation
809,67,Other,109284,Cape Town,2026-03-19,17,Business,Train,Hostel,3529,1402,2127,5,Delta,Adventure Sports
810,25,Other,58128,Cape Town,2026-03-20,6,Family Visit,Plane,Resort,7527,2797,4730,1,Delta,Adventure Sports
811,25,Other,134917,Tokyo,2026-03-21,6,Family Visit,Plane,Airbnb,824,383,441,1,Qatar,Sightseeing
812,23,Other,75863,Paris,2026-03-22,19,Business,Train,Hostel,8441,4534,3907,4,Emirates,Adventure Sports
813,65,Other,113697,Cape Town,2026-03-23,18,Family Visit,Plane,Airbnb,4069,2069,2000,2,Emirates,Adventure Sports
814,45,Other,74620,Cape Town,2026-03-24,3,Leisure,Train,Hotel,3720,1256,2464,3,Lufthansa,Sightseeing
815,55,Other,70532,New York,2026-03-25,18,Business,Car,Resort,9367,5223,4144,1,Delta,Adventure Sports
816,34,Other,32053,Cape Town,2026-03-26,16,Business,Plane,Resort,712,273,439,3,Delta,Relaxation
817,33,Female,50907,Sydney,2026-03-27,14,Leisure,Car,Hotel,1068,586,482,5,United,Adventure Sports
818,39,Other,75798,Cape Town,2026-03-28,6,Family Visit,Bus,Airbnb,5490,2080,3410,2,Emirates,Adventure Sports
819,48,Other,84872,Sydney,2026-03-29,3,Business,Car,Hotel,7372,3382,3990,5,United,Cultural Exploration
820,22,Male,72428,New York,2026-03-30,7,Leisure,Car,Airbnb,924,319,605,4,Delta,Relaxation
821,35,Female,50306,Cape Town,2026-03-31,18,Business,Car,Airbnb,1955,740,1215,4,United,Cultural Exploration
822,50,Female,35304,Tokyo,2026-04-01,14,Family Visit,Plane,Airbnb,8809,2915,5894,2,Delta,Cultural Exploration
823,44,Other,59554,Sydney,2026-04-02,3,Business,Train,Hotel,7508,2450,5058,2,Qatar,Cultural Exploration
824,19,Male,72910,Tokyo,2026-04-03,3,Family Visit,Train,Hostel,5089,2443,2646,4,Emirates,Relaxation
825,19,Female,134309,Paris,2026-04-04,16,Leisure,Plane,Hostel,2686,837,1849,2,Delta,Cultural Exploration
826,51,Male,97359,Rio de Janeiro,2026-04-05,1,Business,Car,Hotel,9326,3294,6032,5,Qatar,Sightseeing
827,22,Other,106514,Tokyo,2026-04-06,4,Family Visit,Train,Resort,6678,2252,4426,4,Qatar,Cultural Exploration
828,41,Male,97815,Tokyo,2026-04-07,18,Leisure,Train,Airbnb,6296,2805,3491,2,Delta,Adventure Sports
829,47,Other,105581,New York,2026-04-08,3,Leisure,Car,Hostel,9829,5654,4175,4,Delta,Cultural Exploration
830,35,Male,92605,New York,2026-04-09,20,Leisure,Bus,Resort,2415,1166,1249,2,Delta,Relaxation
831,58,Female,54741,Sydney,2026-04-10,16,Business,Plane,Airbnb,9959,4837,5122,4,Lufthansa,Adventure Sports
832,42,Other,137694,Sydney,2026-04-11,14,Leisure,Car,Resort,8503,4242,4261,3,Qatar,Cultural Exploration
833,26,Other,141560,New York,2026-04-12,7,Leisure,Train,Hotel,1459,545,914,4,Qatar,Sightseeing
834,29,Other,30195,Sydney,2026-04-13,4,Business,Car,Airbnb,4670,2755,1915,3,Qatar,Relaxation
835,69,Male,64731,Cape Town,2026-04-14,11,Family Visit,Plane,Hostel,3273,1657,1616,2,Emirates,Relaxation
836,19,Other,31179,New York,2026-04-15,17,Family Visit,Plane,Hostel,2498,1107,1391,1,Qatar,Adventure Sports
837,26,Other,82879,Paris,2026-04-16,16,Leisure,Car,Airbnb,5731,3273,2458,5,Emirates,Relaxation
838,34,Male,40229,New York,2026-04-17,6,Family Visit,Plane,Hotel,1659,905,754,2,Lufthansa,Relaxation
839,58,Female,131566,New York,2026-04-18,18,Business,Bus,Airbnb,2134,784,1350,1,Emirates,Relaxation
840,42,Other,104584,Rio de Janeiro,2026-04-19,14,Family Visit,Train,Hotel,4648,1413,3235,4,Qatar,Cultural Exploration
841,58,Other,97685,Tokyo,2026-04-20,6,Leisure,Plane,Airbnb,4054,2092,1962,4,Delta,Relaxation
842,42,Other,115860,Sydney,2026-04-21,14,Leisure,Bus,Hostel,3205,992,2213,5,United,Relaxation
843,35,Female,121443,Rio de Janeiro,2026-04-22,14,Business,Train,Airbnb,3202,1115,2087,3,Qatar,Sightseeing
844,54,Other,114289,Tokyo,2026-04-23,1,Leisure,Car,Airbnb,4186,1603,2583,3,Emirates,Relaxation
845,67,Female,67326,Tokyo,2026-04-24,8,Leisure,Car,Airbnb,8472,3224,5248,1,Lufthansa,Cultural Exploration
846,20,Other,142608,Rio de Janeiro,2026-04-25,15,Leisure,Car,Airbnb,8652,4508,4144,4,United,Cultural Exploration
847,60,Male,68409,Rio de Janeiro,2026-04-26,2,Business,Train,Airbnb,3627,2174,1453,5,Delta,Sightseeing
848,35,Male,136339,Tokyo,2026-04-27,17,Family Visit,Car,Hostel,1335,690,645,2,Lufthansa,Sightseeing
849,56,Male,40372,Rio de Janeiro,2026-04-28,18,Business,Plane,Airbnb,6635,3837,2798,1,United,Adventure Sports
850,19,Other,29531,Tokyo,2026-04-29,5,Business,Plane,Hostel,2849,965,1884,4,Emirates,Relaxation
851,59,Other,24244,Sydney,2026-04-30,20,Business,Bus,Hostel,6141,3491,2650,2,Qatar,Adventure Sports
852,43,Female,135429,Rio de Janeiro,2026-05-01,18,Leisure,Bus,Hostel,8855,3314,5541,3,Emirates,Relaxation
853,29,Other,144403,Paris,2026-05-02,2,Family Visit,Bus,Resort,2882,1684,1198,3,Delta,Adventure Sports
854,26,Female,77054,Tokyo,2026-05-03,15,Leisure,Train,Hostel,6291,2420,3871,4,Qatar,Relaxation
855,35,Other,83010,Paris,2026-05-04,14,Leisure,Train,Hotel,6482,3823,2659,3,Qatar,Relaxation
856,39,Other,38559,Tokyo,2026-05-05,1,Leisure,Car,Airbnb,3838,1523,2315,1,Lufthansa,Cultural Exploration
857,68,Male,134911,Rio de Janeiro,2026-05-06,4,Leisure,Plane,Hotel,9434,5278,4156,1,Delta,Cultural Exploration
858,34,Other,50893,Rio de Janeiro,2026-05-07,4,Business,Train,Hotel,5015,1525,3490,3,Lufthansa,Cultural Exploration
859,31,Male,90582,Rio de Janeiro,2026-05-08,20,Business,Plane,Resort,9877,3703,6174,5,Lufthansa,Cultural Exploration
860,60,Male,139923,Rio de Janeiro,2026-05-09,11,Business,Plane,Airbnb,4528,1857,2671,3,Lufthansa,Sightseeing
861,42,Male,49751,Cape Town,2026-05-10,12,Business,Plane,Hostel,5793,2961,2832,4,Lufthansa,Adventure Sports
862,51,Other,37479,Cape Town,2026-05-11,2,Leisure,Car,Hotel,1958,927,1031,4,United,Relaxation
863,41,Other,43898,Cape Town,2026-05-12,4,Leisure,Bus,Hotel,3780,1795,1985,1,Qatar,Sightseeing
864,50,Other,22592,Rio de Janeiro,2026-05-13,1,Leisure,Bus,Resort,6750,3107,3643,5,Emirates,Sightseeing
865,41,Male,147198,Paris,2026-05-14,9,Business,Bus,Hostel,6678,3004,3674,2,Emirates,Cultural Exploration
866,44,Other,135612,Sydney,2026-05-15,2,Leisure,Bus,Airbnb,7285,2705,4580,5,Lufthansa,Relaxation
867,59,Other,70900,New York,2026-05-16,10,Leisure,Train,Hotel,9230,5464,3766,2,Emirates,Relaxation
868,69,Male,86411,New York,2026-05-17,17,Business,Plane,Hotel,6922,2125,4797,4,Qatar,Sightseeing
869,54,Male,119506,Sydney,2026-05-18,18,Business,Bus,Resort,5793,2567,3226,3,Lufthansa,Sightseeing
870,38,Male,98666,Paris,2026-05-19,7,Family Visit,Car,Airbnb,7158,3453,3705,2,Qatar,Adventure Sports
871,68,Female,62053,Paris,2026-05-20,9,Leisure,Car,Resort,7339,3154,4185,5,United,Relaxation
872,61,Male,47510,Tokyo,2026-05-21,11,Family Visit,Train,Hostel,4661,1846,2815,1,United,Relaxation
873,61,Female,104591,Tokyo,2026-05-22,3,Family Visit,Train,Hostel,9673,3471,6202,5,Emirates,Cultural Exploration
874,22,Male,140078,Paris,2026-05-23,20,Family Visit,Train,Hotel,2727,865,1862,5,Emirates,Cultural Exploration
875,60,Male,110606,Sydney,2026-05-24,13,Business,Bus,Hotel,8474,4721,3753,1,United,Adventure Sports
876,36,Other,33131,Paris,2026-05-25,11,Leisure,Train,Hotel,8485,2738,5747,1,Lufthansa,Adventure Sports
877,49,Other,57862,Rio de Janeiro,2026-05-26,4,Family Visit,Plane,Resort,1710,600,1110,4,Delta,Adventure Sports
878,57,Other,32934,New York,2026-05-27,18,Business,Car,Airbnb,1004,381,623,2,United,Relaxation
879,18,Other,83937,Tokyo,2026-05-28,2,Leisure,Bus,Airbnb,8570,3307,5263,3,Qatar,Adventure Sports
880,54,Female,85141,Sydney,2026-05-29,1,Leisure,Bus,Hotel,6973,2356,4617,3,United,Relaxation
881,34,Male,46234,Cape Town,2026-05-30,5,Leisure,Train,Airbnb,3476,1464,2012,1,United,Sightseeing
882,27,Other,127137,Rio de Janeiro,2026-05-31,5,Family Visit,Car,Hotel,3453,1717,1736,2,Emirates,Cultural Exploration
883,52,Female,61302,Sydney,2026-06-01,6,Family Visit,Bus,Airbnb,5086,2194,2892,1,Qatar,Adventure Sports
884,18,Other,33635,Cape Town,2026-06-02,11,Leisure,Plane,Hostel,4742,2050,2692,2,Delta,Adventure Sports
885,38,Male,42619,Cape Town,2026-06-03,9,Family Visit,Car,Hostel,3790,1320,2470,3,United,Adventure Sports
886,40,Male,119007,Sydney,2026-06-04,6,Business,Train,Hotel,6115,3322,2793,3,Qatar,Cultural Exploration
887,62,Female,97552,Sydney,2026-06-05,19,Business,Plane,Airbnb,4277,1730,2547,3,Emirates,Cultural Exploration
888,51,Male,126161,Cape Town,2026-06-06,13,Leisure,Train,Hotel,9082,3218,5864,1,Emirates,Relaxation
889,64,Male,128266,Cape Town,2026-06-07,12,Leisure,Train,Hostel,7617,4562,3055,3,United,Adventure Sports
890,43,Other,40930,Sydney,2026-06-08,15,Business,Car,Resort,9006,4271,4735,4,Delta,Cultural Exploration
891,54,Female,112222,Rio de Janeiro,2026-06-09,18,Family Visit,Train,Airbnb,6837,2632,4205,2,Emirates,Adventure Sports
892,33,Male,108772,Rio de Janeiro,2026-06-10,10,Family Visit,Plane,Resort,4261,2234,2027,4,United,Relaxation
893,39,Other,131690,Cape Town,2026-06-11,7,Business,Plane,Airbnb,5364,2485,2879,4,Delta,Sightseeing
894,31,Female,116841,Paris,2026-06-12,9,Family Visit,Train,Airbnb,7879,3913,3966,2,Delta,Adventure Sports
895,49,Female,81359,Sydney,2026-06-13,20,Leisure,Bus,Hotel,5805,2094,3711,3,Delta,Sightseeing
896,68,Female,41862,Tokyo,2026-06-14,1,Leisure,Train,Hotel,3898,1725,2173,3,Delta,Adventure Sports
897,21,Female,124306,Cape Town,2026-06-15,10,Business,Train,Hotel,6486,2222,4264,3,Lufthansa,Adventure Sports
898,65,Male,98742,Paris,2026-06-16,6,Business,Plane,Airbnb,8461,4015,4446,5,Lufthansa,Cultural Exploration
899,47,Female,97091,New York,2026-06-17,15,Business,Train,Hostel,2093,944,1149,3,Qatar,Sightseeing
900,52,Female,98903,New York,2026-06-18,17,Leisure,Car,Airbnb,2381,1388,993,5,United,Adventure Sports
901,27,Other,119568,New York,2026-06-19,9,Business,Plane,Resort,9344,3992,5352,2,Qatar,Relaxation
902,41,Other,97982,Cape Town,2026-06-20,13,Family Visit,Train,Resort,7767,3986,3781,5,Qatar,Sightseeing
903,26,Other,67346,Sydney,2026-06-21,11,Leisure,Train,Hostel,9044,3372,5672,5,United,Adventure Sports
904,56,Female,56868,New York,2026-06-22,7,Family Visit,Plane,Hostel,1388,803,585,2,Delta,Relaxation
905,34,Other,112008,Tokyo,2026-06-23,11,Family Visit,Car,Resort,2685,862,1823,5,United,Cultural Exploration
906,34,Male,45917,Paris,2026-06-24,5,Business,Plane,Hostel,5252,2375,2877,2,Qatar,Relaxation
907,67,Male,117812,Tokyo,2026-06-25,3,Business,Car,Hotel,1661,830,831,2,Qatar,Relaxation
908,60,Other,29377,Rio de Janeiro,2026-06-26,14,Business,Train,Hotel,4464,2000,2464,1,Delta,Cultural Exploration
909,64,Male,113998,New York,2026-06-27,11,Family Visit,Plane,Hostel,1475,777,698,4,Delta,Sightseeing
910,69,Other,131191,New York,2026-06-28,2,Business,Train,Resort,9970,5328,4642,3,United,Sightseeing
911,33,Male,54556,Tokyo,2026-06-29,17,Business,Train,Airbnb,1348,742,606,5,Qatar,Sightseeing
912,67,Female,36161,Sydney,2026-06-30,7,Business,Car,Hotel,5703,3000,2703,3,Qatar,Sightseeing
913,19,Female,41806,Cape Town,2026-07-01,14,Leisure,Train,Airbnb,8828,3969,4859,3,United,Cultural Exploration
914,38,Female,89424,Cape Town,2026-07-02,20,Leisure,Bus,Resort,2717,1538,1179,4,Emirates,Adventure Sports
915,49,Male,52460,Cape Town,2026-07-03,15,Leisure,Car,Airbnb,2839,1354,1485,2,Delta,Cultural Exploration
916,21,Female,59279,New York,2026-07-04,2,Leisure,Plane,Hotel,6420,3745,2675,1,Delta,Cultural Exploration
917,62,Female,55702,Rio de Janeiro,2026-07-05,12,Business,Car,Hostel,3954,1186,2768,5,United,Relaxation
918,29,Female,81196,New York,2026-07-06,4,Family Visit,Plane,Hotel,7127,4063,3064,3,United,Adventure Sports
919,41,Female,132657,Rio de Janeiro,2026-07-07,7,Business,Car,Hotel,4832,1893,2939,2,Emirates,Sightseeing
920,51,Female,136519,Paris,2026-07-08,2,Family Visit,Plane,Hotel,3344,1461,1883,4,Delta,Cultural Exploration
921,23,Male,40406,Paris,2026-07-09,9,Family Visit,Bus,Airbnb,8831,3281,5550,2,Lufthansa,Cultural Exploration
922,62,Female,104571,New York,2026-07-10,6,Business,Car,Hostel,6414,3008,3406,5,Delta,Relaxation
923,19,Female,48428,Cape Town,2026-07-11,12,Family Visit,Train,Resort,7528,2697,4831,1,United,Relaxation
924,58,Other,132220,Rio de Janeiro,2026-07-12,13,Leisure,Plane,Hostel,9212,3380,5832,1,Emirates,Cultural Exploration
925,52,Male,97396,Cape Town,2026-07-13,11,Leisure,Plane,Hotel,4051,1533,2518,1,United,Relaxation
926,61,Other,62690,Rio de Janeiro,2026-07-14,18,Leisure,Plane,Hotel,4572,1783,2789,2,Delta,Adventure Sports
927,47,Male,140591,Tokyo,2026-07-15,3,Business,Train,Resort,2879,1224,1655,2,Qatar,Adventure Sports
928,50,Other,98734,Tokyo,2026-07-16,9,Family Visit,Bus,Hostel,1276,406,870,1,Delta,Sightseeing
929,48,Female,109485,Paris,2026-07-17,13,Family Visit,Bus,Hotel,5222,2491,2731,5,Delta,Relaxation
930,52,Female,98886,Cape Town,2026-07-18,1,Leisure,Bus,Airbnb,3819,1508,2311,1,Qatar,Sightseeing
931,22,Female,104175,Paris,2026-07-19,13,Leisure,Plane,Hotel,972,350,622,5,Qatar,Adventure Sports
932,69,Male,88685,Rio de Janeiro,2026-07-20,5,Business,Bus,Airbnb,3483,1169,2314,5,Emirates,Sightseeing
933,45,Male,124709,New York,2026-07-21,4,Business,Bus,Airbnb,8706,5158,3548,3,Qatar,Cultural Exploration
